Sentence,Sentiment,predicted_sentiment_3_class,confidence_3_class
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",POS,positive,0.9987896084785461
Tesco share price closes higher as two more directors leave grocer,POS,neutral,0.6580760478973389
Tesco leads FTSE higher on Clubcard bid reports,POS,positive,0.999626636505127
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,POS,positive,0.9973315000534058
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",POS,positive,0.9997125267982483
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,positive,0.9577829837799072
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,positive,0.9577829837799072
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,NEG,negative,0.9976401329040527
Glencore chief blames rivals' overproduction for share price fall,NEG,negative,0.9985548853874207
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,neutral,0.9977163076400757
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,neutral,0.9977163076400757
Hargreaves Lansdown share price falls as costs mount - although pensions ...,NEG,positive,0.9853591918945312
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,neutral,0.9998466968536377
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,neutral,0.9998466968536377
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,POS,positive,0.5503968596458435
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",NEG,neutral,0.9995869994163513
MillerCoors Board Names Gavin Hattersley Interim CEO,NEU,neutral,0.9998801946640015
"Britain's FTSE gains, Land Securities up after dividend hike",POS,positive,0.999613344669342
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,positive,0.9994964599609375
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,positive,0.9994964599609375
Morning Agenda: Shire's Deal for NPS,POS,neutral,0.9998264908790588
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,POS,positive,0.9996757507324219
Do it for me' trend underpins UK sales growth at Kingfisher,POS,positive,0.9996302127838135
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",POS,positive,0.9987030029296875
"Centrica extends gas deals with Gazprom, Statoil",POS,positive,0.9986681938171387
"Centrica extends gas deals with Gazprom, Statoil",POS,positive,0.9986681938171387
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,POS,neutral,0.9997373223304749
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",NEG,negative,0.9941859245300293
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,positive,0.8712759017944336
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,positive,0.8712759017944336
Severn Trent share price jumps as Canadian investor renews pursuit of utility,POS,positive,0.9995136260986328
New Morrisons duo get former boss's support to diffuse investor tension,POS,positive,0.999419093132019
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,POS,neutral,0.9744157791137695
$TRX http://stks.co/1KkK Long setup. MACD cross.,POS,neutral,0.9998562335968018
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,NEG,positive,0.9006592631340027
$GRPN might be selling off ahead of $P earnings...,NEG,negative,0.9977805018424988
$IACI http://stks.co/tJU Looks good on the weekly chart.,POS,positive,0.9993723034858704
"$pcln back over ""up"" trendline from 10/4",POS,positive,0.9995367527008057
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,POS,positive,0.999188244342804
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,POS,positive,0.9831180572509766
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,POS,neutral,0.9996846914291382
$MOS looking good here at $58.65. Calls are active in this month and weekly,POS,positive,0.9976605176925659
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",POS,neutral,0.9981169700622559
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,POS,neutral,0.999868631362915
$TZOO a close above 28.64 and we are ready to rock and roll,POS,neutral,0.9582279324531555
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",POS,neutral,0.6968479752540588
$WFT closng higher from here,POS,positive,0.9995434880256653
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,POS,positive,0.9996539354324341
$SPY bull move ended waiting for next setup,NEG,neutral,0.9997074007987976
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,POS,neutral,0.9998282194137573
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",POS,positive,0.6450744271278381
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,NEG,neutral,0.9211602210998535
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,POS,positive,0.9993150234222412
volatility squeeze in $AAPL. I hope it gets resolved to the upside,POS,positive,0.999312162399292
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",NEG,negative,0.9974682331085205
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,POS,negative,0.9793959856033325
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,NEG,positive,0.996091902256012
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",POS,neutral,0.9998729228973389
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,POS,positive,0.9984022974967957
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,POS,positive,0.9971970319747925
longed $AMZN 300 @ 189.82,POS,neutral,0.9998774528503418
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",POS,negative,0.996423065662384
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",POS,neutral,0.9992355108261108
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",NEG,negative,0.9986699819564819
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",NEG,positive,0.9974215030670166
$vxx adding to position here !,POS,neutral,0.9998434782028198
$GPS Gap September Comparable Store Sales -4%,NEG,negative,0.9461119771003723
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,POS,neutral,0.9998804330825806
$MA http://stks.co/1CYN continues to consolidate / base here,POS,neutral,0.8139064311981201
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,POS,neutral,0.9998723268508911
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,POS,positive,0.9986976385116577
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,POS,positive,0.9995622038841248
Here come the shorts marchin' in.  $GMCR.  Lovin' it!,NEG,neutral,0.9998689889907837
$aapl news is becoming very bullish again http://stks.co/tMU,POS,positive,0.9995601773262024
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,POS,neutral,0.9997654557228088
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",POS,positive,0.9962242841720581
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,POS,positive,0.9994768500328064
Short more $FAZ for all who don't know that means markets will tank now :-p,NEG,negative,0.9979751706123352
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,NEG,negative,0.9963842630386353
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",POS,positive,0.9883822798728943
$ELN longs...congrats...another HOD,POS,neutral,0.9993233680725098
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",NEG,neutral,0.9998488426208496
$TSPT  long 8.00,POS,neutral,0.9998800754547119
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,POS,neutral,0.7013295888900757
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,POS,neutral,0.9998031258583069
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",NEG,positive,0.9986680746078491
$FIO won't stay down,POS,neutral,0.9629679322242737
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,POS,neutral,0.999821126461029
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,POS,neutral,0.99979168176651
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,NEG,negative,0.9974315762519836
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",POS,positive,0.9994725584983826
"$ZSL looking very weak, could be a good short setup.",NEG,negative,0.9979867935180664
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",NEG,neutral,0.9996065497398376
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,NEG,negative,0.9963388442993164
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",POS,positive,0.9995213747024536
"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",POS,neutral,0.9998506307601929
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,POS,positive,0.9948398470878601
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,POS,neutral,0.5004737973213196
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,NEG,positive,0.9996606111526489
$IBM staying strong,POS,positive,0.997865617275238
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",NEG,neutral,0.9944469928741455
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",POS,negative,0.9803967475891113
$SIGA Bid for Reargument Denied by Judge,NEG,neutral,0.9997614026069641
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",POS,positive,0.7556775808334351
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,POS,positive,0.8451606035232544
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,POS,neutral,0.9378096461296082
$RDC Rowan Expands Share Repurchase Program to $150 million,POS,positive,0.9710603952407837
$NVDA sideways,NEU,neutral,0.9998465776443481
$HITK  Resuming advance into new historical highs.,POS,positive,0.9994006156921387
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,POS,positive,0.9986922144889832
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,POS,positive,0.8578251004219055
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,POS,neutral,0.9956480860710144
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",NEG,negative,0.9980630278587341
$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,NEG,positive,0.9996238946914673
$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,POS,positive,0.9994588494300842
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",NEG,negative,0.9669463038444519
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,POS,neutral,0.9998911619186401
$mako hanging in well today. still in a basing pattern. have eyes on it,POS,neutral,0.9997716546058655
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",NEG,neutral,0.9668896794319153
$TZA is a rocket ship!!!,POS,neutral,0.999883770942688
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",POS,neutral,0.9946208000183105
$vxx starting to creep up while $spy sits near hod ...,POS,neutral,0.9966313242912292
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,POS,neutral,0.9980369210243225
VIVUS $VVUS bear raid in effect. Stock down 12%,NEG,negative,0.998072624206543
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,NEG,positive,0.5659964084625244
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,NEG,negative,0.9930223822593689
$renn topping tail 5 min. chart at 7.31 short from here.,NEG,neutral,0.5213652849197388
$SPY weak close,NEG,neutral,0.7755541205406189
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,POS,neutral,0.9998433589935303
$EFUT hod  posted buy pm at $4.40,POS,neutral,0.9998792409896851
$AAPL short some 592.49,NEG,negative,0.7643112540245056
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",NEG,negative,0.9984839558601379
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",POS,neutral,0.9997476935386658
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,POS,neutral,0.9998676776885986
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",POS,neutral,0.9994959831237793
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,POS,positive,0.9984512329101562
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,POS,neutral,0.9997581839561462
$AXP Looking for continuation with volume increase http://stks.co/c8sR,POS,positive,0.9991812109947205
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,POS,positive,0.9983431100845337
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,POS,positive,0.999474823474884
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",POS,positive,0.9996869564056396
$SPY Long 1/2 position 137.89,POS,neutral,0.999879002571106
$AAPL price momentum weakening going into the close.,NEG,negative,0.9984442591667175
RT @ACInvestorBlog $AAPL still on track for $500,POS,neutral,0.9996166229248047
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,NEG,neutral,0.9998012185096741
$BAC in for swing trade  looks like want go up,POS,positive,0.9994563460350037
$PCLN runs into the 50sma on the acquisition news,POS,neutral,0.9998922348022461
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),NEG,neutral,0.8794395327568054
$WYNN big bounce,POS,positive,0.9992836117744446
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,NEG,neutral,0.9822015166282654
$AAPL wants lower. up waves getting smaller on the 2 min,NEG,negative,0.9699773788452148
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,NEG,positive,0.999538779258728
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",NEG,positive,0.9327220320701599
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,POS,positive,0.9994106292724609
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,POS,neutral,0.9997739195823669
$AAPL 620 resistance area,NEG,neutral,0.9998723268508911
what is up with $HK..... from Jan to now it's been a sinking ship...,NEG,negative,0.7977068424224854
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",POS,negative,0.9964349269866943
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,POS,neutral,0.9998816251754761
"$AAPL bounce right now has no vol, more vol when it slid",POS,neutral,0.9240713715553284
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",POS,positive,0.9995662569999695
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NEG,neutral,0.9922897219657898
$AAPL long 630.91,POS,neutral,0.9998738765716553
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",NEG,negative,0.9945598244667053
$KCG bot at 2.24,POS,neutral,0.9998815059661865
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,NEG,negative,0.9976373910903931
pretty steady accumulation off support today.  Purdy. $AGU,POS,positive,0.9825290441513062
Out of shorts $ALTR at 38.85 with loss,POS,neutral,0.9989269375801086
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",NEG,negative,0.9979361295700073
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,POS,positive,0.9995912909507751
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",POS,positive,0.9991810917854309
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",NEG,negative,0.9957687854766846
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,POS,neutral,0.9998840093612671
"Went long on this $COG, will see 70's again me thinks",POS,neutral,0.9987545013427734
$AAPL nibbling on a small long via 525.. buying off 13min charts..,POS,neutral,0.9998362064361572
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,POS,neutral,0.9997790455818176
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",POS,positive,0.9997005462646484
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,POS,positive,0.998783528804779
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,POS,neutral,0.999550998210907
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,POS,neutral,0.9997747540473938
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,POS,positive,0.9949892163276672
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,POS,positive,0.8689478635787964
$KITD Looking for a oversold bounce.,POS,negative,0.993459939956665
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,POS,positive,0.9959701299667358
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,POS,positive,0.9995802044868469
$aapl.  Test the high today and probably go beyond after hours...,POS,neutral,0.9992398023605347
Long $PCLN,POS,neutral,0.9998663663864136
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",NEG,positive,0.9878042936325073
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,NEG,negative,0.9980265498161316
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,NEG,neutral,0.9261305332183838
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,NEG,neutral,0.9195349216461182
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,POS,neutral,0.9998626708984375
$DMND green and moving,POS,neutral,0.9998620748519897
$MTD (Mettler-Toledo) ready for a breakout,POS,neutral,0.9717207551002502
$ACAD under $2 today?,NEG,neutral,0.9998751878738403
$amzn breaking,POS,neutral,0.99985671043396
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,NEG,neutral,0.9998018145561218
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",POS,negative,0.9981751441955566
RT @bman1 $LNG looks primed also $EGHT poised to run too...,POS,neutral,0.9927045106887817
$AAPL broke descending channel....will it hold?,NEG,neutral,0.9998329877853394
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,POS,negative,0.9949094653129578
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",POS,positive,0.9974362254142761
$AMD big dumping... would not touch it for a while,NEG,neutral,0.9871850609779358
$GNRC finding support at its 10-day line so far.,POS,positive,0.790399968624115
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",POS,positive,0.9994563460350037
"$QCOR Just added 3,000 shares @28.",POS,neutral,0.9998528957366943
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",NEG,negative,0.7056418061256409
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,NEG,neutral,0.9510274529457092
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",POS,neutral,0.9995347261428833
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,POS,positive,0.8798131346702576
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,POS,neutral,0.9998693466186523
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,POS,positive,0.9996211528778076
$FB Nice buyable intraday dip right here,POS,positive,0.9956658482551575
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,POS,positive,0.9989951252937317
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,POS,positive,0.9992484450340271
$GOOG resistance turned support?  It,POS,positive,0.9607489109039307
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,POS,neutral,0.9998679161071777
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,POS,neutral,0.9998887777328491
$AAPL I am big OUT from this. seems its falling towards 530.. :(,NEG,negative,0.9980407357215881
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,POS,neutral,0.9998406171798706
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,POS,positive,0.999270498752594
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,POS,neutral,0.9838594198226929
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,NEG,neutral,0.9982981085777283
$brcm raises revenue forecast,POS,positive,0.9995260238647461
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,POS,neutral,0.9995896220207214
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,POS,positive,0.9609137773513794
$EDU bouncing nicely after add-on (posted),POS,positive,0.9995360374450684
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,POS,neutral,0.9966689944267273
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,POS,neutral,0.9998866319656372
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,POS,positive,0.9951181411743164
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",POS,positive,0.7244396805763245
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,NEG,negative,0.9984727501869202
"$TYC just about to break out to new highs, lots of technicals looking great right now.",POS,positive,0.9991216063499451
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",POS,neutral,0.9998700618743896
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",POS,neutral,0.9863112568855286
$SPY wouldn't be surprised to see a green close,POS,neutral,0.9950374960899353
@Vegastrader66 Looks like good entry for $QIHU here.,POS,neutral,0.9855438470840454
$INO back in this am small post,POS,neutral,0.9998724460601807
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",POS,neutral,0.9998873472213745
$LINE biggies must be loading up here at lows..,POS,neutral,0.9992328882217407
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,NEG,negative,0.9980373978614807
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,NEG,neutral,0.9998680353164673
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",POS,negative,0.9985008239746094
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",POS,positive,0.9993784427642822
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,POS,positive,0.9996335506439209
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,POS,neutral,0.9998819828033447
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,POS,neutral,0.9980693459510803
"$AAPL double bottom could be in, keep in mind",POS,neutral,0.9763388633728027
@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,NEG,positive,0.9962395429611206
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",POS,neutral,0.9998754262924194
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,POS,positive,0.9994656443595886
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,POS,positive,0.7386841773986816
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",POS,positive,0.9996678829193115
"Long Position on $GOL,...Updating http://stks.co/fdmm",POS,neutral,0.9998356103897095
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,NEG,negative,0.9980708956718445
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,POS,positive,0.9996115565299988
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,NEG,negative,0.970969021320343
$NFLX +3% of the lows,POS,negative,0.9970533847808838
$SBUX getting sold here.,NEG,neutral,0.999871015548706
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,POS,positive,0.7744330763816833
$RIMM $spx $nya $compq $djia all going down,NEG,negative,0.818912923336029
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",POS,negative,0.9848270416259766
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,POS,neutral,0.7311364412307739
$BBRY hearing rumours of a major joint venture announcement.,POS,neutral,0.9998143315315247
$AAPL Good time to buy. Will the run come before earnings or after?,POS,neutral,0.9994320273399353
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",NEG,neutral,0.9971338510513306
$UVXY Put the chum out there at key support then next level down - careful,NEG,neutral,0.9972519278526306
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,POS,neutral,0.9998786449432373
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,POS,positive,0.9991911053657532
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",NEG,neutral,0.9580471515655518
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,NEG,neutral,0.9998743534088135
"$SLV -4.44% at 18 now AWFUL, down from 42.50",NEG,negative,0.9986182451248169
$SPY c'mon bulls buy DIPS!,POS,neutral,0.9997974038124084
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,NEG,neutral,0.991996705532074
