Sentence,Sentiment,predicted_sentiment_distilbert,confidence_distilbert
Shell to buy BG Group in $69.7 billion takeover,POS,LABEL_1,0.5154326558113098
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,POS,LABEL_1,0.5216730237007141
UPDATE 1-BP shareholders back more disclosure on climate change risks,POS,LABEL_1,0.5180962681770325
Shell challenges Exxon dominance with 47 billion-pound bid for BG,POS,LABEL_1,0.5238040685653687
Shell challenges Exxon dominance with 47 billion-pound bid for BG,NEG,LABEL_1,0.5238040685653687
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,POS,LABEL_1,0.5128685235977173
City spirits sink after Diageo comes up short with sales slide,NEG,LABEL_1,0.5208991765975952
Diageo receives reports from United Spirits on financial irregularities involving ...,NEG,LABEL_1,0.5172083973884583
Diageo receives reports from United Spirits on financial irregularities involving ...,NEG,LABEL_1,0.5172083973884583
Unilever profit rises despite sales slump in China,POS,LABEL_1,0.5144744515419006
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,POS,LABEL_1,0.5170466303825378
Tesco sales rise shows tentative recovery continues,POS,LABEL_1,0.5293875336647034
Diageo sales disappoint as currency and comparatives leave bitter taste,NEG,LABEL_1,0.5197599530220032
Tesco leads leap in FTSE 100; Marks & Spencer drops,POS,LABEL_1,0.5036153197288513
AstraZeneca profit down as sales of stalwarts fade,NEG,LABEL_1,0.5100715756416321
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",POS,LABEL_1,0.5243510007858276
Glencore blames rivals for creating metals glut,NEG,LABEL_1,0.5016915798187256
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,NEG,LABEL_1,0.5174770951271057
easyJet leads Britain's FTSE lower as global bond rout resumes,NEG,LABEL_1,0.5117618441581726
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,POS,LABEL_1,0.5267877578735352
Royal Dutch Shell profit rises; dividend up 4%,POS,LABEL_1,0.5091294050216675
BG Group Still Happy With Shell's $70 Billion Offer,POS,LABEL_1,0.5255789160728455
SABMiller buys Meantime to quench thirst for craft beer,POS,LABEL_1,0.5248502492904663
Aviva shuts Friends Life head office in rapid integration move,NEG,LABEL_1,0.5284443497657776
Retailers Kingfisher and Sports Direct rise in Britain's share index,POS,LABEL_1,0.5016524195671082
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",POS,LABEL_1,0.5161842703819275
Tesco share price closes higher as two more directors leave grocer,POS,LABEL_1,0.5296544432640076
Tesco leads FTSE higher on Clubcard bid reports,POS,LABEL_1,0.5240183472633362
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,POS,LABEL_1,0.5005431175231934
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",POS,LABEL_1,0.5145905613899231
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,LABEL_1,0.5055066347122192
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,LABEL_1,0.5055066347122192
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,NEG,LABEL_1,0.5232584476470947
Glencore chief blames rivals' overproduction for share price fall,NEG,LABEL_1,0.5070943236351013
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,LABEL_1,0.5057054758071899
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,LABEL_1,0.5057054758071899
Hargreaves Lansdown share price falls as costs mount - although pensions ...,NEG,LABEL_1,0.5156111717224121
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,LABEL_1,0.5098486542701721
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,LABEL_1,0.5098486542701721
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,POS,LABEL_1,0.5219140648841858
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",NEG,LABEL_1,0.5198341012001038
MillerCoors Board Names Gavin Hattersley Interim CEO,NEU,LABEL_1,0.5143906474113464
"Britain's FTSE gains, Land Securities up after dividend hike",POS,LABEL_0,0.5015938878059387
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,LABEL_1,0.5116942524909973
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,LABEL_1,0.5116942524909973
Morning Agenda: Shire's Deal for NPS,POS,LABEL_1,0.5103191137313843
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,POS,LABEL_1,0.5160640478134155
Do it for me' trend underpins UK sales growth at Kingfisher,POS,LABEL_1,0.5171425342559814
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",POS,LABEL_1,0.514005184173584
"Centrica extends gas deals with Gazprom, Statoil",POS,LABEL_1,0.5009451508522034
"Centrica extends gas deals with Gazprom, Statoil",POS,LABEL_1,0.5009451508522034
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,POS,LABEL_1,0.5044592618942261
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",NEG,LABEL_1,0.5192995071411133
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,LABEL_1,0.517578125
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,LABEL_1,0.517578125
Severn Trent share price jumps as Canadian investor renews pursuit of utility,POS,LABEL_1,0.5135460495948792
New Morrisons duo get former boss's support to diffuse investor tension,POS,LABEL_1,0.5089684128761292
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,POS,LABEL_1,0.5245019197463989
$TRX http://stks.co/1KkK Long setup. MACD cross.,POS,LABEL_1,0.5503653883934021
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,NEG,LABEL_1,0.5210076570510864
$GRPN might be selling off ahead of $P earnings...,NEG,LABEL_1,0.5254903435707092
$IACI http://stks.co/tJU Looks good on the weekly chart.,POS,LABEL_1,0.5375156402587891
"$pcln back over ""up"" trendline from 10/4",POS,LABEL_1,0.542463481426239
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,POS,LABEL_1,0.5291046500205994
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,POS,LABEL_1,0.5190022587776184
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,POS,LABEL_1,0.5297600030899048
$MOS looking good here at $58.65. Calls are active in this month and weekly,POS,LABEL_1,0.5512606501579285
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",POS,LABEL_1,0.5210027694702148
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,POS,LABEL_1,0.548035204410553
$TZOO a close above 28.64 and we are ready to rock and roll,POS,LABEL_1,0.5108062028884888
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",POS,LABEL_1,0.5245945453643799
$WFT closng higher from here,POS,LABEL_1,0.5291495323181152
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,POS,LABEL_1,0.5234145522117615
$SPY bull move ended waiting for next setup,NEG,LABEL_1,0.5247651934623718
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,POS,LABEL_1,0.540269136428833
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",POS,LABEL_1,0.5367854237556458
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,NEG,LABEL_1,0.5354541540145874
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,POS,LABEL_1,0.5360741019248962
volatility squeeze in $AAPL. I hope it gets resolved to the upside,POS,LABEL_1,0.5372015833854675
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",NEG,LABEL_1,0.5357251167297363
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,POS,LABEL_1,0.5277025103569031
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,NEG,LABEL_1,0.5179306268692017
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",POS,LABEL_1,0.5343721508979797
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,POS,LABEL_1,0.5360508561134338
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,POS,LABEL_1,0.5177078247070312
longed $AMZN 300 @ 189.82,POS,LABEL_1,0.5224223732948303
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",POS,LABEL_1,0.5541101098060608
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",POS,LABEL_1,0.5325375199317932
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",NEG,LABEL_1,0.5178853869438171
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",NEG,LABEL_1,0.5263633728027344
$vxx adding to position here !,POS,LABEL_1,0.5304924845695496
$GPS Gap September Comparable Store Sales -4%,NEG,LABEL_1,0.5251639485359192
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,POS,LABEL_1,0.5403353571891785
$MA http://stks.co/1CYN continues to consolidate / base here,POS,LABEL_1,0.5421574115753174
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,POS,LABEL_1,0.5332188010215759
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,POS,LABEL_1,0.5285483598709106
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,POS,LABEL_1,0.5392448902130127
Here come the shorts marchin' in.  $GMCR.  Lovin' it!,NEG,LABEL_1,0.5103486776351929
$aapl news is becoming very bullish again http://stks.co/tMU,POS,LABEL_1,0.5259683132171631
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,POS,LABEL_1,0.5194676518440247
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",POS,LABEL_1,0.5123321413993835
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,POS,LABEL_1,0.5280904769897461
Short more $FAZ for all who don't know that means markets will tank now :-p,NEG,LABEL_1,0.525209903717041
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,NEG,LABEL_1,0.5341218709945679
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",POS,LABEL_1,0.5134565234184265
$ELN longs...congrats...another HOD,POS,LABEL_1,0.5093652009963989
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",NEG,LABEL_1,0.5260415077209473
$TSPT  long 8.00,POS,LABEL_1,0.5340760350227356
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,POS,LABEL_1,0.5396782159805298
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,POS,LABEL_1,0.5290204286575317
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",NEG,LABEL_1,0.5110278725624084
$FIO won't stay down,POS,LABEL_1,0.5215892195701599
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,POS,LABEL_1,0.5388292074203491
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,POS,LABEL_1,0.5288326740264893
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,NEG,LABEL_1,0.5197280049324036
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",POS,LABEL_1,0.5284320712089539
"$ZSL looking very weak, could be a good short setup.",NEG,LABEL_1,0.530878484249115
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",NEG,LABEL_1,0.5071207880973816
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,NEG,LABEL_1,0.5345316529273987
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",POS,LABEL_1,0.5246546864509583
"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",POS,LABEL_1,0.5303817391395569
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,POS,LABEL_1,0.5239804983139038
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,POS,LABEL_1,0.529399037361145
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,NEG,LABEL_1,0.5217251777648926
$IBM staying strong,POS,LABEL_1,0.5290091037750244
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",NEG,LABEL_1,0.516040027141571
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",POS,LABEL_1,0.5308095216751099
$SIGA Bid for Reargument Denied by Judge,NEG,LABEL_1,0.5167436599731445
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",POS,LABEL_1,0.5383818745613098
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,POS,LABEL_1,0.5308362245559692
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,POS,LABEL_1,0.534171998500824
$RDC Rowan Expands Share Repurchase Program to $150 million,POS,LABEL_1,0.5200913548469543
$NVDA sideways,NEU,LABEL_1,0.5263381004333496
$HITK  Resuming advance into new historical highs.,POS,LABEL_1,0.5168724060058594
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,POS,LABEL_1,0.5290878415107727
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,POS,LABEL_1,0.534196674823761
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,POS,LABEL_1,0.5285643935203552
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",NEG,LABEL_1,0.5240846276283264
$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,NEG,LABEL_1,0.5170518755912781
$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,POS,LABEL_1,0.522475004196167
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",NEG,LABEL_1,0.5293452143669128
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,POS,LABEL_1,0.525013267993927
$mako hanging in well today. still in a basing pattern. have eyes on it,POS,LABEL_1,0.5388108491897583
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",NEG,LABEL_1,0.5256391763687134
$TZA is a rocket ship!!!,POS,LABEL_1,0.5094163417816162
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",POS,LABEL_1,0.5425693988800049
$vxx starting to creep up while $spy sits near hod ...,POS,LABEL_1,0.5061061978340149
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,POS,LABEL_1,0.5118377208709717
VIVUS $VVUS bear raid in effect. Stock down 12%,NEG,LABEL_1,0.5291683673858643
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,NEG,LABEL_1,0.5348713397979736
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,NEG,LABEL_1,0.5324259996414185
$renn topping tail 5 min. chart at 7.31 short from here.,NEG,LABEL_1,0.5249617695808411
$SPY weak close,NEG,LABEL_1,0.5245858430862427
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,POS,LABEL_1,0.5348684191703796
$EFUT hod  posted buy pm at $4.40,POS,LABEL_1,0.523398220539093
$AAPL short some 592.49,NEG,LABEL_1,0.5190221071243286
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",NEG,LABEL_1,0.5274606347084045
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",POS,LABEL_1,0.5188038349151611
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,POS,LABEL_1,0.5119630098342896
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",POS,LABEL_1,0.5209486484527588
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,POS,LABEL_1,0.5404261946678162
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,POS,LABEL_1,0.5178635120391846
$AXP Looking for continuation with volume increase http://stks.co/c8sR,POS,LABEL_1,0.5415076613426208
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,POS,LABEL_1,0.5239078402519226
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,POS,LABEL_1,0.5311691761016846
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",POS,LABEL_1,0.5280822515487671
$SPY Long 1/2 position 137.89,POS,LABEL_1,0.5204241871833801
$AAPL price momentum weakening going into the close.,NEG,LABEL_1,0.5285916924476624
RT @ACInvestorBlog $AAPL still on track for $500,POS,LABEL_1,0.5330000519752502
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,NEG,LABEL_1,0.5355756878852844
$BAC in for swing trade  looks like want go up,POS,LABEL_1,0.531683623790741
$PCLN runs into the 50sma on the acquisition news,POS,LABEL_1,0.53175950050354
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),NEG,LABEL_1,0.5221347212791443
$WYNN big bounce,POS,LABEL_1,0.5309661030769348
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,NEG,LABEL_1,0.5290169715881348
$AAPL wants lower. up waves getting smaller on the 2 min,NEG,LABEL_1,0.5223997235298157
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,NEG,LABEL_1,0.52728271484375
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",NEG,LABEL_1,0.5104021430015564
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,POS,LABEL_1,0.5535902380943298
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,POS,LABEL_1,0.5303073525428772
$AAPL 620 resistance area,NEG,LABEL_1,0.5228785276412964
what is up with $HK..... from Jan to now it's been a sinking ship...,NEG,LABEL_1,0.512174665927887
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",POS,LABEL_1,0.5280729532241821
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,POS,LABEL_1,0.5206494927406311
"$AAPL bounce right now has no vol, more vol when it slid",POS,LABEL_1,0.51649409532547
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",POS,LABEL_1,0.5466241836547852
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NEG,LABEL_1,0.5321385860443115
$AAPL long 630.91,POS,LABEL_1,0.521003782749176
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",NEG,LABEL_1,0.5126283168792725
$KCG bot at 2.24,POS,LABEL_1,0.5282914638519287
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,NEG,LABEL_1,0.522199809551239
pretty steady accumulation off support today.  Purdy. $AGU,POS,LABEL_1,0.5326149463653564
Out of shorts $ALTR at 38.85 with loss,POS,LABEL_1,0.513326108455658
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",NEG,LABEL_1,0.5123008489608765
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,POS,LABEL_1,0.5351614952087402
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",POS,LABEL_1,0.5645701289176941
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",NEG,LABEL_1,0.534083902835846
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,POS,LABEL_1,0.5554419159889221
"Went long on this $COG, will see 70's again me thinks",POS,LABEL_1,0.5121928453445435
$AAPL nibbling on a small long via 525.. buying off 13min charts..,POS,LABEL_1,0.5247445106506348
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,POS,LABEL_1,0.5374860763549805
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",POS,LABEL_1,0.5314445495605469
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,POS,LABEL_1,0.5294962525367737
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,POS,LABEL_1,0.5322259664535522
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,POS,LABEL_1,0.5423705577850342
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,POS,LABEL_1,0.5339341759681702
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,POS,LABEL_1,0.5210544466972351
$KITD Looking for a oversold bounce.,POS,LABEL_1,0.5281323194503784
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,POS,LABEL_1,0.528404712677002
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,POS,LABEL_1,0.5290266275405884
$aapl.  Test the high today and probably go beyond after hours...,POS,LABEL_1,0.5303459763526917
Long $PCLN,POS,LABEL_1,0.5342788100242615
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",NEG,LABEL_1,0.5277783274650574
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,NEG,LABEL_1,0.5348084568977356
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,NEG,LABEL_1,0.5245762467384338
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,NEG,LABEL_1,0.5304747819900513
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,POS,LABEL_1,0.5283337831497192
$DMND green and moving,POS,LABEL_1,0.5220835208892822
$MTD (Mettler-Toledo) ready for a breakout,POS,LABEL_1,0.5351027846336365
$ACAD under $2 today?,NEG,LABEL_1,0.5235577821731567
$amzn breaking,POS,LABEL_1,0.5252296924591064
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,NEG,LABEL_1,0.5107243657112122
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",POS,LABEL_1,0.5108397603034973
RT @bman1 $LNG looks primed also $EGHT poised to run too...,POS,LABEL_1,0.5224248170852661
$AAPL broke descending channel....will it hold?,NEG,LABEL_1,0.5157650113105774
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,POS,LABEL_1,0.5376935601234436
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",POS,LABEL_1,0.5324289798736572
$AMD big dumping... would not touch it for a while,NEG,LABEL_1,0.5214002132415771
$GNRC finding support at its 10-day line so far.,POS,LABEL_1,0.5310518145561218
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",POS,LABEL_1,0.5319464802742004
"$QCOR Just added 3,000 shares @28.",POS,LABEL_1,0.5218858122825623
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",NEG,LABEL_1,0.537847101688385
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,NEG,LABEL_1,0.5204289555549622
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",POS,LABEL_1,0.5224298238754272
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,POS,LABEL_1,0.5227464437484741
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,POS,LABEL_1,0.5336653590202332
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,POS,LABEL_1,0.5368869304656982
$FB Nice buyable intraday dip right here,POS,LABEL_1,0.5414617657661438
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,POS,LABEL_1,0.5272277593612671
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,POS,LABEL_1,0.5336365103721619
$GOOG resistance turned support?  It,POS,LABEL_1,0.5136215090751648
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,POS,LABEL_1,0.5534842014312744
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,POS,LABEL_1,0.5250278115272522
$AAPL I am big OUT from this. seems its falling towards 530.. :(,NEG,LABEL_1,0.5115190744400024
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,POS,LABEL_1,0.5306056141853333
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,POS,LABEL_1,0.5335365533828735
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,POS,LABEL_1,0.5382832884788513
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,NEG,LABEL_1,0.5285844206809998
$brcm raises revenue forecast,POS,LABEL_1,0.5316613912582397
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,POS,LABEL_1,0.5193525552749634
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,POS,LABEL_1,0.5423300266265869
$EDU bouncing nicely after add-on (posted),POS,LABEL_1,0.5248124003410339
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,POS,LABEL_1,0.5369799137115479
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,POS,LABEL_1,0.5098082423210144
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,POS,LABEL_1,0.5303381085395813
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",POS,LABEL_1,0.5224838256835938
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,NEG,LABEL_1,0.5280381441116333
"$TYC just about to break out to new highs, lots of technicals looking great right now.",POS,LABEL_1,0.5148414373397827
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",POS,LABEL_1,0.5405629873275757
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",POS,LABEL_1,0.5176486372947693
$SPY wouldn't be surprised to see a green close,POS,LABEL_1,0.5268899202346802
@Vegastrader66 Looks like good entry for $QIHU here.,POS,LABEL_1,0.5333688855171204
$INO back in this am small post,POS,LABEL_1,0.5326918959617615
