Sentence,Sentiment,predicted_sentiment_bert,confidence_bert
LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,POS,LABEL_0,0.5257249474525452
UPDATE 1-BP shareholders back more disclosure on climate change risks,POS,LABEL_0,0.5439401268959045
Shell challenges Exxon dominance with 47 billion-pound bid for BG,POS,LABEL_0,0.5352545380592346
Shell challenges Exxon dominance with 47 billion-pound bid for BG,NEG,LABEL_0,0.5352545380592346
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,POS,LABEL_0,0.5221749544143677
City spirits sink after Diageo comes up short with sales slide,NEG,LABEL_0,0.5225406885147095
Diageo receives reports from United Spirits on financial irregularities involving ...,NEG,LABEL_0,0.5290424227714539
Diageo receives reports from United Spirits on financial irregularities involving ...,NEG,LABEL_0,0.5290424227714539
Unilever profit rises despite sales slump in China,POS,LABEL_0,0.523797333240509
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,POS,LABEL_0,0.5422336459159851
Tesco sales rise shows tentative recovery continues,POS,LABEL_0,0.523623526096344
Diageo sales disappoint as currency and comparatives leave bitter taste,NEG,LABEL_0,0.5252209305763245
Tesco leads leap in FTSE 100; Marks & Spencer drops,POS,LABEL_0,0.5193970799446106
AstraZeneca profit down as sales of stalwarts fade,NEG,LABEL_0,0.5225629806518555
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",POS,LABEL_0,0.5360571146011353
Glencore blames rivals for creating metals glut,NEG,LABEL_0,0.5357401371002197
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,NEG,LABEL_0,0.53155916929245
easyJet leads Britain's FTSE lower as global bond rout resumes,NEG,LABEL_0,0.5284998416900635
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,POS,LABEL_0,0.5456938147544861
Royal Dutch Shell profit rises; dividend up 4%,POS,LABEL_0,0.5192050933837891
BG Group Still Happy With Shell's $70 Billion Offer,POS,LABEL_0,0.5326134562492371
SABMiller buys Meantime to quench thirst for craft beer,POS,LABEL_0,0.5241054892539978
Aviva shuts Friends Life head office in rapid integration move,NEG,LABEL_0,0.5278641581535339
Retailers Kingfisher and Sports Direct rise in Britain's share index,POS,LABEL_0,0.5415657162666321
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",POS,LABEL_0,0.5195338129997253
Tesco share price closes higher as two more directors leave grocer,POS,LABEL_0,0.5237211585044861
Tesco leads FTSE higher on Clubcard bid reports,POS,LABEL_0,0.5379244685173035
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,POS,LABEL_0,0.5239906311035156
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",POS,LABEL_0,0.512763261795044
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,LABEL_0,0.5141554474830627
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",NEG,LABEL_0,0.5141554474830627
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,NEG,LABEL_0,0.5465887188911438
Glencore chief blames rivals' overproduction for share price fall,NEG,LABEL_0,0.5383757948875427
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,LABEL_0,0.5381336212158203
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",NEG,LABEL_0,0.5381336212158203
Hargreaves Lansdown share price falls as costs mount - although pensions ...,NEG,LABEL_0,0.5026329159736633
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,LABEL_0,0.5332052111625671
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",POS,LABEL_0,0.5332052111625671
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,POS,LABEL_0,0.5444157719612122
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",NEG,LABEL_0,0.5479487776756287
MillerCoors Board Names Gavin Hattersley Interim CEO,NEU,LABEL_0,0.5240761041641235
"Britain's FTSE gains, Land Securities up after dividend hike",POS,LABEL_0,0.5361974239349365
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,LABEL_0,0.5196699500083923
"Britain's FTSE bounces back, Mondi and Barratt lead",POS,LABEL_0,0.5196699500083923
Morning Agenda: Shire's Deal for NPS,POS,LABEL_0,0.5091096758842468
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,POS,LABEL_1,0.5031017661094666
Do it for me' trend underpins UK sales growth at Kingfisher,POS,LABEL_0,0.5365433692932129
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",POS,LABEL_0,0.531177818775177
"Centrica extends gas deals with Gazprom, Statoil",POS,LABEL_0,0.5319342017173767
"Centrica extends gas deals with Gazprom, Statoil",POS,LABEL_0,0.5319342017173767
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,POS,LABEL_0,0.536166787147522
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",NEG,LABEL_0,0.532490074634552
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,LABEL_0,0.5623117685317993
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,POS,LABEL_0,0.5623117685317993
Severn Trent share price jumps as Canadian investor renews pursuit of utility,POS,LABEL_0,0.5427006483078003
New Morrisons duo get former boss's support to diffuse investor tension,POS,LABEL_0,0.5228030681610107
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,POS,LABEL_0,0.547227144241333
$TRX http://stks.co/1KkK Long setup. MACD cross.,POS,LABEL_0,0.5025972127914429
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,NEG,LABEL_0,0.5299494862556458
$GRPN might be selling off ahead of $P earnings...,NEG,LABEL_0,0.5351014137268066
$IACI http://stks.co/tJU Looks good on the weekly chart.,POS,LABEL_0,0.5166006088256836
"$pcln back over ""up"" trendline from 10/4",POS,LABEL_0,0.5140466094017029
RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,POS,LABEL_0,0.5291880965232849
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,POS,LABEL_0,0.5436529517173767
$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,POS,LABEL_0,0.5304626226425171
$MOS looking good here at $58.65. Calls are active in this month and weekly,POS,LABEL_1,0.5036042332649231
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",POS,LABEL_0,0.5286025404930115
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,POS,LABEL_0,0.5079216361045837
$TZOO a close above 28.64 and we are ready to rock and roll,POS,LABEL_0,0.520377516746521
"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",POS,LABEL_0,0.5346914529800415
$WFT closng higher from here,POS,LABEL_0,0.5153765082359314
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,POS,LABEL_0,0.5195459127426147
$SPY bull move ended waiting for next setup,NEG,LABEL_0,0.552338719367981
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,POS,LABEL_0,0.5262771844863892
"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",POS,LABEL_0,0.5365806221961975
$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,NEG,LABEL_0,0.5323655009269714
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,POS,LABEL_0,0.5081601738929749
volatility squeeze in $AAPL. I hope it gets resolved to the upside,POS,LABEL_0,0.5250256657600403
"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",NEG,LABEL_0,0.5264972448348999
Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,POS,LABEL_0,0.5233252644538879
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,NEG,LABEL_0,0.5252838730812073
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",POS,LABEL_0,0.5089738965034485
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,POS,LABEL_0,0.5204891562461853
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,POS,LABEL_0,0.5348816514015198
longed $AMZN 300 @ 189.82,POS,LABEL_0,0.5118083357810974
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",POS,LABEL_0,0.5097798705101013
"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",POS,LABEL_0,0.5214092135429382
"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",NEG,LABEL_0,0.5111247897148132
"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",NEG,LABEL_0,0.5403425693511963
$vxx adding to position here !,POS,LABEL_0,0.5483049750328064
$GPS Gap September Comparable Store Sales -4%,NEG,LABEL_0,0.5289974212646484
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,POS,LABEL_0,0.5307496190071106
$MA http://stks.co/1CYN continues to consolidate / base here,POS,LABEL_0,0.5277154445648193
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,POS,LABEL_0,0.5190290212631226
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,POS,LABEL_0,0.5119264721870422
$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,POS,LABEL_0,0.5207329392433167
Here come the shorts marchin' in.  $GMCR.  Lovin' it!,NEG,LABEL_0,0.5084749460220337
$aapl news is becoming very bullish again http://stks.co/tMU,POS,LABEL_0,0.5244274139404297
stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,POS,LABEL_0,0.5317485928535461
"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",POS,LABEL_0,0.5452175140380859
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,POS,LABEL_0,0.5227620005607605
Short more $FAZ for all who don't know that means markets will tank now :-p,NEG,LABEL_0,0.5403124094009399
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,NEG,LABEL_0,0.5277137160301208
"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",POS,LABEL_0,0.538992166519165
$ELN longs...congrats...another HOD,POS,LABEL_0,0.5184232592582703
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",NEG,LABEL_0,0.5568698644638062
$TSPT  long 8.00,POS,LABEL_0,0.5246390104293823
$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,POS,LABEL_0,0.5099935531616211
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,POS,LABEL_0,0.5206483006477356
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",NEG,LABEL_0,0.5169090628623962
$FIO won't stay down,POS,LABEL_0,0.5212305188179016
$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,POS,LABEL_0,0.5358749032020569
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,POS,LABEL_0,0.5185449719429016
i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,NEG,LABEL_0,0.5391110181808472
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",POS,LABEL_0,0.5200669765472412
"$ZSL looking very weak, could be a good short setup.",NEG,LABEL_0,0.5408375859260559
"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",NEG,LABEL_0,0.5409443974494934
$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,NEG,LABEL_0,0.5120384693145752
"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",POS,LABEL_0,0.5469827055931091
"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",POS,LABEL_0,0.5151610374450684
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,POS,LABEL_0,0.5349237322807312
like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,POS,LABEL_0,0.5409082770347595
My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,NEG,LABEL_0,0.5303221940994263
$IBM staying strong,POS,LABEL_0,0.5361023545265198
"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",NEG,LABEL_0,0.5280227661132812
"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",POS,LABEL_0,0.5324699282646179
$SIGA Bid for Reargument Denied by Judge,NEG,LABEL_0,0.5288078784942627
"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",POS,LABEL_0,0.5310157537460327
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,POS,LABEL_0,0.5161110162734985
$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,POS,LABEL_0,0.5198236107826233
$RDC Rowan Expands Share Repurchase Program to $150 million,POS,LABEL_0,0.5146061778068542
$NVDA sideways,NEU,LABEL_0,0.5244666337966919
$HITK  Resuming advance into new historical highs.,POS,LABEL_1,0.5026054382324219
Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,POS,LABEL_0,0.5178074240684509
$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,POS,LABEL_0,0.5282835364341736
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,POS,LABEL_0,0.528591513633728
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",NEG,LABEL_0,0.5270426273345947
$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,NEG,LABEL_0,0.5346575379371643
$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,POS,LABEL_0,0.5581167936325073
"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",NEG,LABEL_0,0.5250828862190247
$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,POS,LABEL_0,0.5450193881988525
$mako hanging in well today. still in a basing pattern. have eyes on it,POS,LABEL_0,0.5170170664787292
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",NEG,LABEL_0,0.5221195816993713
$TZA is a rocket ship!!!,POS,LABEL_0,0.5615981221199036
"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",POS,LABEL_0,0.5499005317687988
$vxx starting to creep up while $spy sits near hod ...,POS,LABEL_0,0.5187116265296936
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,POS,LABEL_0,0.5312949419021606
VIVUS $VVUS bear raid in effect. Stock down 12%,NEG,LABEL_0,0.5254352688789368
looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,NEG,LABEL_0,0.5445696115493774
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,NEG,LABEL_0,0.5312716960906982
$renn topping tail 5 min. chart at 7.31 short from here.,NEG,LABEL_0,0.5349898338317871
$SPY weak close,NEG,LABEL_0,0.5100566148757935
$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,POS,LABEL_0,0.5199247002601624
$EFUT hod  posted buy pm at $4.40,POS,LABEL_0,0.5285738110542297
$AAPL short some 592.49,NEG,LABEL_0,0.5297377705574036
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",NEG,LABEL_0,0.5151172280311584
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",POS,LABEL_0,0.5209328532218933
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,POS,LABEL_0,0.520261287689209
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",POS,LABEL_0,0.5490633249282837
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,POS,LABEL_0,0.5054133534431458
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,POS,LABEL_0,0.5278357267379761
$AXP Looking for continuation with volume increase http://stks.co/c8sR,POS,LABEL_0,0.520315408706665
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,POS,LABEL_0,0.5257445573806763
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,POS,LABEL_0,0.5320792198181152
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",POS,LABEL_0,0.514030933380127
$SPY Long 1/2 position 137.89,POS,LABEL_0,0.5111229419708252
$AAPL price momentum weakening going into the close.,NEG,LABEL_0,0.5108771324157715
RT @ACInvestorBlog $AAPL still on track for $500,POS,LABEL_0,0.5202966332435608
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,NEG,LABEL_0,0.5383237600326538
$BAC in for swing trade  looks like want go up,POS,LABEL_0,0.5266909003257751
$PCLN runs into the 50sma on the acquisition news,POS,LABEL_0,0.5146676301956177
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),NEG,LABEL_0,0.5090084075927734
$WYNN big bounce,POS,LABEL_0,0.5284874439239502
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,NEG,LABEL_0,0.5060164928436279
$AAPL wants lower. up waves getting smaller on the 2 min,NEG,LABEL_0,0.5164996385574341
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,NEG,LABEL_0,0.5210912823677063
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",NEG,LABEL_0,0.5490037202835083
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,POS,LABEL_0,0.5030539631843567
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,POS,LABEL_0,0.5147011280059814
$AAPL 620 resistance area,NEG,LABEL_0,0.5341718196868896
what is up with $HK..... from Jan to now it's been a sinking ship...,NEG,LABEL_0,0.5173158645629883
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",POS,LABEL_0,0.5349152684211731
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,POS,LABEL_1,0.5078904628753662
"$AAPL bounce right now has no vol, more vol when it slid",POS,LABEL_0,0.5208106637001038
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",POS,LABEL_0,0.5152560472488403
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NEG,LABEL_0,0.5199224352836609
$AAPL long 630.91,POS,LABEL_0,0.532251238822937
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min",NEG,LABEL_0,0.5365418195724487
$KCG bot at 2.24,POS,LABEL_0,0.5096949338912964
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,NEG,LABEL_0,0.5257306098937988
pretty steady accumulation off support today.  Purdy. $AGU,POS,LABEL_0,0.5249254703521729
Out of shorts $ALTR at 38.85 with loss,POS,LABEL_0,0.5214977860450745
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",NEG,LABEL_0,0.5230116844177246
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,POS,LABEL_0,0.5262181162834167
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL",POS,LABEL_1,0.5139022469520569
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV",NEG,LABEL_0,0.5310606360435486
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,POS,LABEL_1,0.5041696429252625
"Went long on this $COG, will see 70's again me thinks",POS,LABEL_0,0.5355246663093567
$AAPL nibbling on a small long via 525.. buying off 13min charts..,POS,LABEL_0,0.5112300515174866
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,POS,LABEL_0,0.5123821496963501
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",POS,LABEL_0,0.5148600935935974
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,POS,LABEL_0,0.5158528685569763
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,POS,LABEL_0,0.5098282694816589
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,POS,LABEL_0,0.5585727691650391
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,POS,LABEL_0,0.512518048286438
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,POS,LABEL_0,0.5402728915214539
$KITD Looking for a oversold bounce.,POS,LABEL_0,0.5246812701225281
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,POS,LABEL_0,0.547307014465332
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,POS,LABEL_0,0.530704140663147
$aapl.  Test the high today and probably go beyond after hours...,POS,LABEL_0,0.5244981646537781
Long $PCLN,POS,LABEL_0,0.5251805186271667
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",NEG,LABEL_0,0.5480460524559021
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,NEG,LABEL_0,0.5344897508621216
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,NEG,LABEL_0,0.5161913633346558
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,NEG,LABEL_0,0.52873694896698
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,POS,LABEL_0,0.5264617800712585
$DMND green and moving,POS,LABEL_0,0.5338608622550964
$MTD (Mettler-Toledo) ready for a breakout,POS,LABEL_0,0.542300820350647
$ACAD under $2 today?,NEG,LABEL_0,0.5412557721138
$amzn breaking,POS,LABEL_0,0.5256385803222656
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,NEG,LABEL_0,0.5370841026306152
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.",POS,LABEL_0,0.5349594354629517
RT @bman1 $LNG looks primed also $EGHT poised to run too...,POS,LABEL_0,0.5153310298919678
$AAPL broke descending channel....will it hold?,NEG,LABEL_0,0.5324989557266235
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,POS,LABEL_0,0.5347970128059387
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",POS,LABEL_0,0.5339733958244324
$AMD big dumping... would not touch it for a while,NEG,LABEL_0,0.5250458121299744
$GNRC finding support at its 10-day line so far.,POS,LABEL_1,0.5013682246208191
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",POS,LABEL_0,0.5319170355796814
"$QCOR Just added 3,000 shares @28.",POS,LABEL_0,0.5078147649765015
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",NEG,LABEL_0,0.5252045392990112
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,NEG,LABEL_0,0.5268253087997437
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",POS,LABEL_0,0.5193407535552979
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,POS,LABEL_0,0.5032989978790283
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,POS,LABEL_0,0.5328335165977478
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,POS,LABEL_0,0.5127997398376465
$FB Nice buyable intraday dip right here,POS,LABEL_0,0.5302565693855286
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,POS,LABEL_0,0.5147207379341125
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,POS,LABEL_0,0.5192448496818542
$GOOG resistance turned support?  It,POS,LABEL_0,0.536562442779541
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,POS,LABEL_0,0.524114727973938
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,POS,LABEL_0,0.5222750306129456
$AAPL I am big OUT from this. seems its falling towards 530.. :(,NEG,LABEL_0,0.5213041305541992
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,POS,LABEL_0,0.5267468690872192
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,POS,LABEL_0,0.5288510322570801
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,POS,LABEL_0,0.5495960712432861
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,NEG,LABEL_0,0.5164397954940796
$brcm raises revenue forecast,POS,LABEL_0,0.5361431837081909
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,POS,LABEL_0,0.5449657440185547
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,POS,LABEL_1,0.5071054100990295
$EDU bouncing nicely after add-on (posted),POS,LABEL_0,0.5367957353591919
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,POS,LABEL_0,0.5129917860031128
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,POS,LABEL_0,0.5428484082221985
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,POS,LABEL_0,0.5399321913719177
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",POS,LABEL_0,0.5175073146820068
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,NEG,LABEL_0,0.5265747904777527
"$TYC just about to break out to new highs, lots of technicals looking great right now.",POS,LABEL_0,0.5105239152908325
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN",POS,LABEL_0,0.5099455118179321
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",POS,LABEL_0,0.5485602021217346
$SPY wouldn't be surprised to see a green close,POS,LABEL_0,0.5041457414627075
@Vegastrader66 Looks like good entry for $QIHU here.,POS,LABEL_0,0.5216915607452393
$INO back in this am small post,POS,LABEL_0,0.5114673376083374
