_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
336,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,Standard Chartered,POS,headline,Stock Affairs,Stock Price Movement,Banks
342,UPDATE 1-BP shareholders back more disclosure on climate change risks,BP,POS,headline,Compliance and Credit,Other Compliance and Credit Affairs,"Oil, Gas & Consumable Fuels"
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Shell,POS,headline,Business Operations,Capacity Changes,"Oil, Gas & Consumable Fuels"
345,Shell challenges Exxon dominance with 47 billion-pound bid for BG,Exxon,NEG,headline,Business Operations,Capacity Changes,"Oil, Gas & Consumable Fuels"
347,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,Royal Dutch Shell,POS,headline,Financing and Investment,Mergers and Acquisitions,"Oil, Gas & Consumable Fuels"
349,City spirits sink after Diageo comes up short with sales slide,Diageo,NEG,headline,Financial Affairs,Other Financial Affairs,Beverages
358,Diageo receives reports from United Spirits on financial irregularities involving ...,Diageo,NEG,headline,Business Operations,Other Business Operations Affairs,Beverages
358,Diageo receives reports from United Spirits on financial irregularities involving ...,United Spirits,NEG,headline,Business Operations,Other Business Operations Affairs,Beverages
36,Unilever profit rises despite sales slump in China,Unilever,POS,headline,Financial Affairs,Other Financial Affairs,Household Products
361,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,Rolls-Royce,POS,headline,Business Operations,Initiating Cooperation,Aerospace & Defense
372,Tesco sales rise shows tentative recovery continues,Tesco,POS,headline,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
374,Diageo sales disappoint as currency and comparatives leave bitter taste,Diageo,NEG,headline,Financial Affairs,Other Financial Affairs,Beverages
38,Tesco leads leap in FTSE 100; Marks & Spencer drops,Tesco,POS,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
381,AstraZeneca profit down as sales of stalwarts fade,AstraZeneca,NEG,headline,Financial Affairs,Other Financial Affairs,Pharmaceuticals
382,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",Whitbread,POS,headline,Financial Affairs,Other Financial Affairs,"Hotels, Restaurants & Leisure"
391,Glencore blames rivals for creating metals glut,Glencore,NEG,headline,Compliance and Credit,Other Compliance and Credit Affairs,Metals & Mining
394,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,GlaxoSmithKline,NEG,headline,Shareholder Affairs,Other Shareholder Affairs,Pharmaceuticals
395,easyJet leads Britain's FTSE lower as global bond rout resumes,easyJet,NEG,headline,Stock Affairs,Stock Price Movement,Passenger Airlines
398,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,Imperial Tobacco,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Tobacco
40,Royal Dutch Shell profit rises; dividend up 4%,Royal Dutch Shell,POS,headline,Shareholder Affairs,Other Shareholder Affairs,"Oil, Gas & Consumable Fuels"
401,BG Group Still Happy With Shell's $70 Billion Offer,Shell,POS,headline,Financing and Investment,Mergers and Acquisitions,"Oil, Gas & Consumable Fuels"
402,SABMiller buys Meantime to quench thirst for craft beer,SABMiller,POS,headline,Financing and Investment,Mergers and Acquisitions,Beverages
405,Aviva shuts Friends Life head office in rapid integration move,Friends Life,NEG,headline,Business Operations,Capacity Changes,Insurance
409,Retailers Kingfisher and Sports Direct rise in Britain's share index,Sports Direct,POS,headline,Stock Affairs,Stock Price Movement,Specialty Retail
412,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",GlaxoSmithKline,POS,headline,Stock Affairs,Stock Status,Pharmaceuticals
413,Tesco share price closes higher as two more directors leave grocer,Tesco,POS,headline,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
415,Tesco leads FTSE higher on Clubcard bid reports,Tesco,POS,headline,Business Operations,Other Business Operations Affairs,Consumer Staples Distribution & Retail
417,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,Eli Lilly & Co,POS,headline,Stock Affairs,Other Stock Affairs,Pharmaceuticals
422,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",Old Mutual,POS,headline,Financial Affairs,Other Financial Affairs,Insurance
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",BP,NEG,headline,Compliance and Credit,Company Litigation,"Oil, Gas & Consumable Fuels"
427,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",Halliburton,NEG,headline,Compliance and Credit,Company Litigation,Energy Equipment & Services
429,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,GlaxoSmithKline,NEG,headline,Stock Affairs,Stock Price Movement,Pharmaceuticals
430,Glencore chief blames rivals' overproduction for share price fall,Glencore,NEG,headline,Stock Affairs,Stock Price Movement,Metals & Mining
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",Philip Morris,NEG,headline,Compliance and Credit,Company Litigation,Tobacco
435,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",BAT,NEG,headline,Compliance and Credit,Company Litigation,Tobacco
440,Hargreaves Lansdown share price falls as costs mount - although pensions ...,Hargreaves Lansdown,NEG,headline,Stock Affairs,Stock Price Movement,Capital Markets
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Centrica,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Independent Power and Renewable Electricity Producers
444,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",Serco,POS,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Commercial Services & Supplies
449,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,Integrated Silicon Solution,POS,headline,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
454,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",RBS,NEG,headline,Compliance and Credit,Company Litigation,Banks
459,MillerCoors Board Names Gavin Hattersley Interim CEO,MillerCoors,NEU,headline,Management Affairs,"Directors, Supervisors, and Senior Executives Dynamics",Beverages
461,"Britain's FTSE gains, Land Securities up after dividend hike",Land Securities,POS,headline,Shareholder Affairs,Other Shareholder Affairs,Diversified REITs
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Barratt,POS,headline,Stock Affairs,Stock Price Movement,Household Durables
466,"Britain's FTSE bounces back, Mondi and Barratt lead",Mondi,POS,headline,Stock Affairs,Stock Price Movement,Paper & Forest Products
47,Morning Agenda: Shire's Deal for NPS,Shire,POS,headline,Business Operations,Initiating Cooperation,Pharmaceuticals
470,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,Old Mutual,POS,headline,Financial Affairs,Other Financial Affairs,Insurance
473,Do it for me' trend underpins UK sales growth at Kingfisher,Kingfisher,POS,headline,Financial Affairs,Other Financial Affairs,Specialty Retail
476,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",Lidl,POS,headline,Business Operations,Capacity Changes,Consumer Staples Distribution & Retail
477,"Centrica extends gas deals with Gazprom, Statoil",Statoil,POS,headline,Business Operations,Initiating Cooperation,"Oil, Gas & Consumable Fuels"
477,"Centrica extends gas deals with Gazprom, Statoil",Gazprom,POS,headline,Business Operations,Initiating Cooperation,"Oil, Gas & Consumable Fuels"
48,Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,China Merchants Group,POS,headline,Business Operations,Initiating Cooperation,Industrial Conglomerates
480,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",Aberdeen AM,NEG,headline,Business Operations,Other Business Operations Affairs,Capital Markets
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,Teva,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
49,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,AstraZeneca,POS,headline,Compliance and Credit,Regulatory Inquiries,Pharmaceuticals
492,Severn Trent share price jumps as Canadian investor renews pursuit of utility,Severn Trent,POS,headline,Stock Affairs,Stock Price Movement,Water Utilities
495,New Morrisons duo get former boss's support to diffuse investor tension,Morrisons,POS,headline,Compliance and Credit,Other Compliance and Credit Affairs,Consumer Staples Distribution & Retail
14860,Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,FIO,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
14864,$TRX http://stks.co/1KkK Long setup. MACD cross.,TRX,POS,post,Stock Affairs,Stock Price Movement,Metals & Mining
14867,I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,AMZN,NEG,post,Stock Affairs,Stock Price Movement,Broadline Retail
14875,$GRPN might be selling off ahead of $P earnings...,P,NEG,post,Stock Affairs,Stock Price Movement,Consumer Finance
14876,$IACI http://stks.co/tJU Looks good on the weekly chart.,IACI,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
14877,"$pcln back over ""up"" trendline from 10/4",PCLN,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
14880,RT @robbieLOLZ $NFLX A close above here is looking good for the bulls. Will hold my positions to see where we close at. Keep buying here.,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
14882,Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
14886,$SKX turning. Coming from far could go far. Stock price implies you pay nothing for the business,SKX,POS,post,Stock Affairs,Stock Price Movement,"Textiles, Apparel & Luxury Goods"
14891,$MOS looking good here at $58.65. Calls are active in this month and weekly,MOS,POS,post,Business Operations,Other Business Operations Affairs,Chemicals
14893,"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",TZA,POS,post,Business Operations,Other Business Operations Affairs,Financial Services
14899,$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,YMI,POS,post,Stock Affairs,Stock Price Movement,Financial Services
14902,$TZOO a close above 28.64 and we are ready to rock and roll,TZOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
14905,"I'm liking the price action in $SWKS, currently @21.80 ; my target: 24.00+ before year end.",SWKS,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
14918,$WFT closng higher from here,WFT,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
14924,$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,SPPI,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
14925,$SPY bull move ended waiting for next setup,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
14927,Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,IP,POS,post,Stock Affairs,Stock Price Movement,Containers & Packaging
14928,"$GLD http://stks.co/jr8 Daily chart - though RSI and Stoch. point at a possible move up, there's a lot of resistance.",GLD,POS,post,Stock Affairs,Stock Price Movement,Financial Services
14929,$ACOM http://stks.co/1G6x Downside breakout looks to be coming soon.,ACOM,NEG,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
14930,$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,ZAGG,POS,post,Stock Affairs,Stock Price Movement,Household Durables
14931,volatility squeeze in $AAPL. I hope it gets resolved to the upside,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
14933,"Still short $LNG from $11.70 area...next stop could be down through $9.00. Someone slammed it hard with 230,000 shs this am! More to follow",LNG,NEG,post,Stock Affairs,Other Stock Affairs,"Oil, Gas & Consumable Fuels"
14934,Covered my small $MWW short @ 7.99 for a .16 loss. Flat on the day. All cash now.,MWW,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
14935,That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,SDS,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
14944,"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",IYT,POS,post,Stock Affairs,Stock Price Movement,Industrial Conglomerates
14945,$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,DUG,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
14955,$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
14959,longed $AMZN 300 @ 189.82,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
14961,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",SLW,POS,post,Stock Affairs,Other Stock Affairs,Metals & Mining
14965,"$HSC Receives 7-Year, $50M Contract at New Saudi Arabian Steel Mill",HSC,POS,post,Business Operations,Initiating Cooperation,"Oil, Gas & Consumable Fuels"
14971,"Reuters: Green Mountain revenue misses, shares plunge http://stks.co/13mW > $GMCR prints 43.80, market in a foul mood, bad day to disappoint",GMCR,NEG,post,Financial Affairs,Profit Announcement,Beverages
14986,"$XLF http://stks.co/1KJ9 Bounced off target buy area, bought $skf as a hedge. watch 50ma's slope",XLF,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
14994,$vxx adding to position here !,VXX,POS,post,Stock Affairs,Stock Price Movement,Financial Services
14995,$GPS Gap September Comparable Store Sales -4%,GPS,NEG,post,Financial Affairs,Other Financial Affairs,Specialty Retail
15000,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,WMT,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15001,$MA http://stks.co/1CYN continues to consolidate / base here,MA,POS,post,Stock Affairs,Stock Price Movement,Consumer Finance
15003,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,QCOM,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15009,$isrg trading at all-time high after strong earnings report with 4 days of short interest.,ISRG,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
15016,$UTSI http://stks.co/15uR Long setup. Reported very good earnings.,UTSI,POS,post,Financial Affairs,Profit Announcement,Communications Equipment
15021,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,GMCR,NEG,post,Stock Affairs,Other Stock Affairs,Beverages
15022,$aapl news is becoming very bullish again http://stks.co/tMU,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15031,stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15034,"$DPZ broke out now of his bull flag channel and make new highs, but volume is very poor",DPZ,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
15035,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15043,Short more $FAZ for all who don't know that means markets will tank now :-p,FAZ,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15046,RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,XLF,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15047,"FBR Capital reiterated ""Outperform"" rating on $BRCM with a price target of $45.00 on Friday.",BRCM,POS,post,Stock Affairs,Other Stock Affairs,Semiconductors & Semiconductor Equipment
15050,$ELN longs...congrats...another HOD,ELN,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15051,"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",WYNN,NEG,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
15053,$TSPT  long 8.00,TSPT,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
15060,$SKH http://stks.co/163e Long setup. Watch for continuation and volume expansion here. Hot sector.,SKH,POS,post,Stock Affairs,Stock Price Movement,Diversified REITs
15064,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,LULU,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
15066,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15069,$FIO won't stay down,FIO,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
15073,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15079,$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,ROST,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
15080,i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,DIA,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15088,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",LULU,POS,post,Financial Affairs,Other Financial Affairs,Specialty Retail
15092,"$ZSL looking very weak, could be a good short setup.",ZSL,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15096,"@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!",FMCN,NEG,post,Stock Affairs,Other Stock Affairs,"Oil, Gas & Consumable Fuels"
15099,$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed,MCP,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15104,"ACE Limited, which has a 17 year dividend growth streak, plans a 33% dividend hike: http://stks.co/1BUE $ACE",ACE,POS,post,Shareholder Affairs,Other Shareholder Affairs,Insurance
15109,"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15117,$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,CIEN,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
15119,like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.,T,POS,post,Stock Affairs,Stock Price Movement,Diversified Telecommunication Services
15122,My $DWA play up 6% today. I'm still skeptical. Will take profits. Not a time cheer,DWA,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15132,$IBM staying strong,IBM,POS,post,Stock Affairs,Stock Price Movement,IT Services
15141,"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",SINA,NEG,post,Business Operations,Other Business Operations Affairs,Interactive Media & Services
15149,"$amzn 4 period RSI is down at 20, just read Connors book on trading strategies",AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15152,$SIGA Bid for Reargument Denied by Judge,SIGA,NEG,post,Compliance and Credit,Legal Affairs,Pharmaceuticals
15153,"RT @andrewnyquist Chartology: Yahoo: http://stks.co/1itr $YHOO  Crazy looking chart, but nearing breakout resistance line...",YHOO,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15159,$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,CERN,POS,post,Stock Affairs,Stock Price Movement,Health Care Technology
15162,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15167,$RDC Rowan Expands Share Repurchase Program to $150 million,RDC,POS,post,Stock Affairs,Stock Buyback,Financial Services
15175,$NVDA sideways,NVDA,NEU,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15176,$HITK  Resuming advance into new historical highs.,HITK,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15188,Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,WMT,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15194,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,GOOG,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15195,RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,AAPL,POS,post,Financial Affairs,Other Financial Affairs,Household Durables
15198,"that was quick, out $FIO 21.35, market tanking, scaling down longs now",FIO,NEG,post,Business Operations,"Sales, Market Share Changes","Oil, Gas & Consumable Fuels"
15201,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15209,$LNT Increases Annual Dividend Target to $1.80/Share from $1.70/Share,LNT,POS,post,Shareholder Affairs,Other Shareholder Affairs,Electric Utilities
15221,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",UUP,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15222,$IDCC - $89 share total value of company after crunching #'s. The 4g technology is their diamond in the rough.,IDCC,POS,post,Financial Affairs,Profit Announcement,Software
15223,$mako hanging in well today. still in a basing pattern. have eyes on it,MAKO,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15225,"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",SPY,NEG,post,Stock Affairs,Other Stock Affairs,Financial Services
15227,$TZA is a rocket ship!!!,TZA,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15238,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",SSRI,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
15241,$vxx starting to creep up while $spy sits near hod ...,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15249,$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
15250,VIVUS $VVUS bear raid in effect. Stock down 12%,VVUS,NEG,post,Stock Affairs,Other Stock Affairs,Biotechnology
15254,looks like a big feb 18-22 $put spread on $cree.  Last quarter 0% YoY rev growth trading @ 24x earnings.  I may try a short.,CREE,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15260,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,YELP,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15265,$renn topping tail 5 min. chart at 7.31 short from here.,RENN,NEG,post,Stock Affairs,Stock Price Movement,Specialty Retail
15267,$SPY weak close,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15274,$ZNGA http://stks.co/3rdu Looking for a test at 9.25 resistance point. cc @ cfrazierjr @FletchTrade #traders,ZNGA,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
15276,$EFUT hod  posted buy pm at $4.40,EFUT,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15279,$AAPL short some 592.49,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15280,"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",SWY,NEG,post,Financial Affairs,Other Financial Affairs,Consumer Staples Distribution & Retail
15285,"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15296,Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,FMS,POS,post,Stock Affairs,Stock Price Movement,Health Care Providers & Services
15299,"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",AAPL,POS,post,Business Operations,Other Business Operations Affairs,Household Durables
15313,$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,PRLB,POS,post,Stock Affairs,Other Stock Affairs,Metals & Mining
15314,$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,AMRN,POS,post,Stock Affairs,Stock Price Movement,Pharmaceuticals
15323,$AXP Looking for continuation with volume increase http://stks.co/c8sR,AXP,POS,post,Stock Affairs,Stock Price Movement,Consumer Finance
15327,MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,MSFT,POS,post,Shareholder Affairs,Other Shareholder Affairs,Software
15329,Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,SKS,POS,post,Financial Affairs,Other Financial Affairs,Specialty Retail
15333,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",CAT,POS,post,Financial Affairs,Other Financial Affairs,Machinery
15334,$SPY Long 1/2 position 137.89,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
15338,$AAPL price momentum weakening going into the close.,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15340,RT @ACInvestorBlog $AAPL still on track for $500,AAPL,POS,post,Business Operations,Other Business Operations Affairs,Household Durables
15345,$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15353,$BAC in for swing trade  looks like want go up,BAC,POS,post,Stock Affairs,Stock Price Movement,Banks
15356,$PCLN runs into the 50sma on the acquisition news,PCLN,POS,post,Financing and Investment,Mergers and Acquisitions,Interactive Media & Services
15358,$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15360,$WYNN big bounce,WYNN,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
15362,$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,GLD,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
15367,$AAPL wants lower. up waves getting smaller on the 2 min,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15372,Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,SPY,NEG,post,Stock Affairs,Other Stock Affairs,Financial Services
15378,"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of",QCOR,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15380,$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,WMT,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
15384,Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,RA,POS,post,Financing and Investment,Mergers and Acquisitions,Capital Markets
15392,$AAPL 620 resistance area,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
15400,what is up with $HK..... from Jan to now it's been a sinking ship...,HK,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
15405,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",WGO,POS,post,Financing and Investment,Mergers and Acquisitions,Leisure Products
15410,I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,AAPL,POS,post,Stock Affairs,Other Stock Affairs,Household Durables
15414,"$AAPL bounce right now has no vol, more vol when it slid",AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
15421,"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",LULU,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
15422,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,NIHD,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
15429,$AAPL long 630.91,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
